0,0,0
2.58819045102521,0.340741737109317,1
5,1.33974596215561,2
7.07106781186548,2.92893218813453,3
8.66025403784439,5,4
9.65925826289068,7.41180954897479,5
10,10,6
9.65925826289068,12.5881904510252,7
8.66025403784439,15,8
7.07106781186548,17.0710678118655,9
5,18.6602540378444,10
2.58819045102521,19.6592582628907,11
6.12323399573677E-16,20,12
-2.58819045102521,19.6592582628907,13
-5,18.6602540378444,14
-7.07106781186547,17.0710678118655,15
-8.66025403784439,15,16
-9.65925826289068,12.5881904510252,17
-10,10,18
-10,8,20
-10,6,22
-10,4,24
