0,0,0
1.88722220387255,-0.043209150024457,1
3.79166666666667,0.432640687968007,2
5.56846590184406,1.43153409815594,3
7.07254079757292,2.91666666666667,4
8.17012261402837,4.81082224350785,5
8.75,7,6
8.73357934603033,9.34015553280196,7
8.08290376865476,11.6666666666667,8
6.80590276892052,13.8059027689205,9
4.95833333333334,15.5880852541957,10
2.64211108542157,16.8604928100342,11
0,17.5,12
-2.79308886173137,17.4239495420362,13
-5.54166666666666,16.5984482252775,14
-8.04333963599698,15.043339635997,15
-10.1036297108185,12.8333333333333,16
-11.5508630060401,10.095044414351,17
-12.25,7,18
-12.1143197380421,3.75397780933922,19
-11.1139926819003,0.583333333333331,20
-9.28077650307344,-2.28077650307343,21
-6.70833333333334,-4.61917416744121,22
-3.54797774328039,-6.24123320204598,23
0,-7,24
3.6989555195902,-6.80468993404793,25
7.29166666666667,-5.62953713852306,26
10.5182133701499,-3.5182133701499,27
13.134718624064,-0.583333333333341,28
14.9316033980518,2.9990889277902,29
15.75,7,30
15.4950601300538,11.1518888485196,31
14.1450815951458,15.1666666666667,32
11.7556502372264,18.7556502372263,33
8.45833333333333,21.6502630806868,34
4.45384440113921,23.6219735940577,35
0,24.5,36
-4.60482217744901,24.1854303260597,37
-9.04166666666665,22.6606260517686,38
-12.9930871043028,19.9930871043028,39
-16.1658075373095,16.3333333333333,40
-18.3123437900636,11.9067777300686,41
-19.25,7.00000000000001,42
-18.8758005220655,1.94224449362155,43
-17.1761705083914,-2.91666666666668,44
-14.2305239713793,-7.23052397137928,45
-10.2083333333333,-10.6813519939323,46
-5.35971105899804,-13.0027139860695,47
-3,-13,50
0,-13,55
5,-14,60
